AthleteID,ActivityID,StartTime,TotalElapsedTime,TotalDistanceMeters,MaxSpeedMPH,MeasuredTime,Latitude,Longitude,AltitudeMeters,DistanceMeters,current_speedMPH,CurrentGrade
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:43:20,47.467624,-121.936521,438.1,0.0,0.0,9.6
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:43:22,47.467652,-121.936577,438.6,5.2,5.816034354,7.0
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:43:23,47.46767,-121.936609,438.9,8.3,6.263421612,5.9
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:43:24,47.46769,-121.936636,438.9,11.4,6.487115241,6.3
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:43:26,47.467737,-121.936659,439.1,16.9,6.263421612,6.1
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:43:28,47.467788,-121.936659,439.7,22.6,6.487115241,6.9
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:43:30,47.467836,-121.93665,440.1,28.0,6.263421612,7.7
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:43:32,47.467882,-121.936649,440.4,33.0,6.039727983000001,7.1
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:43:34,47.467925,-121.936647,440.7,37.8,5.592340725,8.2
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:43:36,47.467964,-121.936646,441.1,42.2,5.368647096,7.8
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:43:39,47.468022,-121.936649,441.6,46.3,3.802791693,7.9
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:43:40,47.468043,-121.936646,441.8,51.0,4.921259838,7.3
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:43:42,47.468084,-121.936632,442.1,55.6,4.921259838,8.0
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:43:44,47.468122,-121.936617,442.4,60.1,6.263421612,11.6
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:43:46,47.468155,-121.936602,443.0,63.9,4.921259838,13.0
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:43:48,47.468189,-121.936576,443.8,68.2,4.6975662090000005,12.3
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:43:50,47.468215,-121.936549,444.2,71.7,4.250178951,8.2
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:43:53,47.468242,-121.936515,444.3,75.6,3.355404435,3.4
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:43:56,47.468265,-121.936471,444.3,79.8,2.908017177,-6.3
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:43:58,47.468284,-121.936437,444.3,83.1,3.355404435,-11.4
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:00,47.468306,-121.936362,443.1,89.2,4.250178951,-10.7
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:01,47.46832,-121.936316,442.3,93.1,6.039727983000001,-4.0
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:03,47.468347,-121.936257,442.3,98.5,6.934502499000001,3.5
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:05,47.468399,-121.936203,443.4,105.6,7.381889757,8.5
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:06,47.468428,-121.936188,443.8,109.0,7.158196128,10.8
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:07,47.468455,-121.936181,443.9,112.0,7.158196128,8.7
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:08,47.468484,-121.936176,444.1,115.2,7.381889757,4.2
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:10,47.468533,-121.93618,444.7,120.6,6.71080887,1.1
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:12,47.468575,-121.936158,444.5,125.6,6.039727983000001,0.5
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:14,47.468601,-121.936123,444.1,129.5,5.368647096,0.5
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:16,47.468645,-121.936081,444.2,135.3,5.592340725,5.6
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:17,47.468677,-121.936068,444.8,139.0,6.039727983000001,11.0
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:18,47.468715,-121.936052,445.5,143.5,6.71080887,16.1
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:19,47.468752,-121.936038,446.1,147.7,8.052970644,16.1
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:20,47.468784,-121.936025,446.8,151.4,8.276664273,17.1
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:21,47.468811,-121.936012,447.3,154.5,8.500357902,17.7
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:22,47.468839,-121.935991,448.0,158.1,8.500357902,14.2
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:23,47.468867,-121.935964,448.6,161.8,8.276664273,11.3
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:24,47.468899,-121.935928,448.9,166.2,8.276664273,8.6
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:25,47.46893,-121.935896,449.1,170.5,8.500357902,7.3
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:27,47.468972,-121.935868,449.5,175.5,7.829277015000001,5.4
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:29,47.469004,-121.935844,449.9,179.6,6.039727983000001,4.2
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:31,47.469036,-121.935794,449.9,184.7,5.368647096,2.7
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:33,47.469066,-121.935746,449.9,189.7,5.368647096,-0.6
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:35,47.469097,-121.935711,450.0,194.0,5.368647096,-3.1
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:37,47.469121,-121.935684,449.8,197.4,4.6975662090000005,-5.7
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:39,47.46913,-121.935637,449.4,201.0,4.250178951,-4.9
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:41,47.469125,-121.935556,448.9,207.2,4.921259838,-0.5
421122,533830861,2016-04-02 10:43:20,1:45:15,10589.5,34.672512495,2016-04-02 10:44:42,47.469118,-121.935488,449.1,212.3,6.71080887,2.1
