AthleteID,ActivityID,StartTime,TotalElapsedTime,TotalDistanceMeters,MaxSpeedMPH,MeasuredTime,Latitude,Longitude,AltitudeMeters,DistanceMeters,current_speedMPH,CurrentGrade
421122,573201423,2016-05-11 17:20:16,0:39:32,8274.0,20.356120239,2016-05-11 17:20:16,47.611718,-121.991091,147.4,0.0,0.0,-1.0
421122,573201423,2016-05-11 17:20:16,0:39:32,8274.0,20.356120239,2016-05-11 17:23:55,47.611743,-121.991134,147.3,3.0,0.0,-0.8
421122,573201423,2016-05-11 17:20:16,0:39:32,8274.0,20.356120239,2016-05-11 17:25:48,47.611738,-121.991226,147.3,9.9,0.0,0.5
421122,573201423,2016-05-11 17:20:16,0:39:32,8274.0,20.356120239,2016-05-11 17:25:49,47.611739,-121.991269,147.3,13.1,0.223693629,1.5
421122,573201423,2016-05-11 17:20:16,0:39:32,8274.0,20.356120239,2016-05-11 17:25:51,47.611744,-121.991349,147.5,19.2,0.223693629,1.9
421122,573201423,2016-05-11 17:20:16,0:39:32,8274.0,20.356120239,2016-05-11 17:25:52,47.61175,-121.991391,147.6,22.4,0.447387258,2.4
421122,573201423,2016-05-11 17:20:16,0:39:32,8274.0,20.356120239,2016-05-11 17:25:53,47.611758,-121.991429,147.6,25.4,0.447387258,1.8
421122,573201423,2016-05-11 17:20:16,0:39:32,8274.0,20.356120239,2016-05-11 17:25:55,47.611746,-121.991485,147.7,29.8,6.263421612,1.1
421122,573201423,2016-05-11 17:20:16,0:39:32,8274.0,20.356120239,2016-05-11 17:25:57,47.611698,-121.991518,147.8,35.7,6.039727983000001,4.3
421122,573201423,2016-05-11 17:20:16,0:39:32,8274.0,20.356120239,2016-05-11 17:25:58,47.611666,-121.991548,147.8,39.9,6.487115241,7.9
421122,573201423,2016-05-11 17:20:16,0:39:32,8274.0,20.356120239,2016-05-11 17:25:59,47.611635,-121.991578,148.4,44.0,6.934502499000001,12.2
421122,573201423,2016-05-11 17:20:16,0:39:32,8274.0,20.356120239,2016-05-11 17:26:00,47.611607,-121.9916,149.1,47.5,7.829277015000001,14.7
421122,573201423,2016-05-11 17:20:16,0:39:32,8274.0,20.356120239,2016-05-11 17:26:01,47.61158,-121.991608,149.6,50.5,7.829277015000001,14.6
421122,573201423,2016-05-11 17:20:16,0:39:32,8274.0,20.356120239,2016-05-11 17:26:03,47.611551,-121.991586,149.9,54.2,6.487115241,14.1
421122,573201423,2016-05-11 17:20:16,0:39:32,8274.0,20.356120239,2016-05-11 17:26:07,47.611523,-121.991565,150.4,57.7,2.684323548,13.2
421122,573201423,2016-05-11 17:20:16,0:39:32,8274.0,20.356120239,2016-05-11 17:26:10,47.611493,-121.991573,151.0,61.0,2.23693629,11.3
421122,573201423,2016-05-11 17:20:16,0:39:32,8274.0,20.356120239,2016-05-11 17:26:13,47.611461,-121.991552,151.5,64.9,2.684323548,8.2
421122,573201423,2016-05-11 17:20:16,0:39:32,8274.0,20.356120239,2016-05-11 17:26:15,47.611451,-121.991495,151.6,69.3,3.802791693,2.6
421122,573201423,2016-05-11 17:20:16,0:39:32,8274.0,20.356120239,2016-05-11 17:26:16,47.611449,-121.991456,151.6,72.3,4.250178951,-1.8
